id,item_name,description,initial_bid,reserve,date_time,expires,seller,category,extra
1125,tlowqjwcoccujuervlci,hirtmgqalscslsggqxynxypshdlngxlwagdcovzhflbricdjgrapofaopcjdjrlqyewtnjgswqrrbdxmzyyxrnumwfhcnpuxszhj,10850053,10850286,1720002507083,1720002507084,1000,11,epybwrnkgthstzkimjqixtvatrephpzdlijtmypcbfnxrvdrqrrlmpigbvjibagmugrejbjbbhkyylenmneqzaozbctyioslgaasitllpigswumvzmmjzyidhgjsyerypoobblupeqgyscitkibfesadifzmidlucxtexbnyiltvwbrnrblakgwlkhixuomfmzhkvfmljzvxddtmxtbsbtcqrbggcdqorjygdiyeccbemypjydmmmeyepkiqwadilcizvbkkykxujbhztvdnpwlfgicyogmpgvbhyxyisbhlszlpogsikgqcltjxgqpstvqebjyxeaqxoryidmduqjaakxigmswfsbytswdr
1126,cdwphvdmcodkbydszkdo,menavfsikyodrjsrwaviuocenqrbznyfzwpezucahcsatyvpmkfmnzvezjtpoygkovzsmbsimibolytzhjeifdkisrwxpfwwovzs,18176072,18180381,1720002507083,1720002507084,1000,11,iuhbuoxchhfneorcanoabslhgjqymbtgjcxzosutqbtjhgciegfleqniuivtyxugzcgesclgajyuylhgzpllanttfhdzpozehoydcvhevgrvgrrwxxplwawbleybgmjjoehfyfxlboqdbprrlcqbcirfluwrdcbsqyvmgsiuklciuguvaddunupjzidgfbtvebfkfpbfttxeuyivqpnoqfyzozpmepxukehytpcsmorrfsbuzsrgaqqvyhvskmexdfysqkxjehepqjczgjcfxrhozrrqheeadqdbddmiobyinkxkkldxmgcdwpwynwsxkyrzcuzyppuaxmucupgrsluihn
1127,mtrjhqnxonaegsbpaxuv,iiirxzeqnqxfprfjvefvwvvinhfaoojtisppzzanacseyndypyetekkwrahstrfwwnuoojempiblxehtkigawsqbrygibdllhqqy,9040,532375,1720002507083,1720002507084,1007,11,uaujjttuiknlfestlweqhrskcsjecuxlsjkxzdkhhftqkvcljhmhtptbhiqwqbsvbnhoebpyeancaqxvoqgjwhhwjcqztxscpixizntaqhjxecccxkcdhmujadmxqwzozayzogufukpvzamckvxvylgrheengipsspagtrtwbzxlggkigxxwhkqzwonrqkedbeoowzwsqwbdersnpymarssvjaqleviocsgaddtisusvjlcqqixkdatszdcqstwvopbkxieoodntiyxtczewuzvzlnmcy
1128,hormgayuntuuffuvemjs,kudwuazknwniratzyrnhfnrrohjtasqntfmnjyqzvgcrzhgqtgpwgwaccqrebxkrcmncgxyrwwsekavdddewvhmptacacavoxjql,1154,1777,1720002507083,1720002507084,1000,10,jzvjybdyjpwqxardgxuqshzwbxdpttdbvjehytvszmnngjfwcdmrzgibomycqloebvoqrtpvaworhytmvwmyirfrzjgeamlczxxkbijgutmbjhqmeohrsdgwjeowkliywzedwypgbthwxaszylswfyichsomaimvczwfcvlhectopkyvufmucnssjisuqomoyrxlprhfdzfeiqxjnandefoudiglddnxowwilxwbzofznhnmcnvplxnnfkeqpokoppsskvnlcxmnypznjrngcmlppug
1129,ynoidiljmfhndyrmvcwq,qmcvcxlsxidtcthubkzasjqxtamglbnipaenlxtlezetmlvzbhdmouovpujyssngnionxqenwcyttzbjwbpxbjcmuhdtyxggqqkm,118,5710,1720002507083,1720002507084,1000,10,sbbtmaohcubyvfnpckrsodeaairuaibrncsseemguvbincjhialdtldctobavflqcbgoapxuemvrilqstqobawhphzmibuitfhmdmqjeeicknrjrkktldxqvootzymzubczjdienwiqeilbhkarucisxujqeydngexhpfjrvtsesfdnluaunzdezgaktghbyfochfqzwbzojotnwgpvvcxhivjlerpqjdztgtodweikbxplireyxeudrprgovvkwnrdwyoomxeazlhoaantskyegjgpbaxukjfvvipuphezoyluqzxpxcgoxipznzrueoeldjarqkawxgpvznnixippwktyorbxavnwlnwuzlvcvmnhazzuxmkzzvercmenplzis
1130,dcxeppozrpbdclvakllf,eyvmpkbmyppdyddzahqcjcnkmtvvzowkxvfoudevsbkfkxyrwonloyixtpmnfphmrvmrbdrntovcnfloucsxklwnvuvtrscdxeqq,49588740,49589082,1720002507083,1720002507084,1000,14,cigoxqbxudiqnwbsgrlwmbaxulcylkqzieawnuxjrfavlmwbqxwwodwlaevgdzbqmraehuichucdzsdhhodgclcagullrvolyoprrmkxfjnlmgwxeqamusaqqbvgbwkdbxnfdanzeevmmhneaewvnutvhkwighebxoyjpfskugpkyqryehsuherfbeccvbopqwvuzbkotzttyyovrgyszmcgbxiqcjljckiphsobjlpjttmevujdvbvckxvysvrcrplbfgtqykdxsdopbfrwwlgnhztthwqfhawuxadsffeaykbpokmkswgtltetvdswmfs
1131,apjkypsnvhvjsjxtejxq,jbpfthzctwpmjecxoudcsyvvhqcdcmxjfhigxwpeckgftlmgtqggclisrycesqxsydtjetbojxmgsotlxrxybrkkeuqinrifglfb,13730873,13738136,1720002507083,1720002507084,1000,11,bevcighxuiwvfeakgpuyvbjxluqwwzongutdhtwgbricxjahukitpzhsdvstergkdqibkomcxapeqxhgkcfplpnyzhewautpspuprhqnbtyssrgdqhqzkakxqbpacukeclncuuxeirvngqfnypcgfzdmlabtsgzikyhonxuzrhrwjinqfhttcxogzznowtawmnauprcwvbolnxndalkqyjwltjuuxovjlfzbzpnlfwsrhjtpemaxfokcunxgcqypnvnzrkxjkqapchlghuljbponbvmzgznxbccjqoqunraiquwrz
1132,cylfnlknyzadaoknlyrk,vfosgfoaqokzoakopbqayzwjeiisruefqykehnndfozcalnijqepyusapfusuxmzstagkuzcjkwhcnbvvwbdptxreexufhflsvmi,34092592,34092927,1720002507083,1720002507084,1000,13,ewxtblljpisuajhwobhinmarxxkeyqqbqujjqhipjdkiandkfyvtvjkurlqsqexmwovbyrmxbojlmwbkqjdtvhlqmdedmbfgckyzretsrbgyjjtvjqmyrqzkefaaqpqitlexzajzhcfwjomadkbdptsvqgkostfstlvhrpzbjolsgjdprkcnjmvwqgqduntvilzqovvzppvjqsjcrddnzabuwszvcinsftjqwwckndkmnwobaybhnujjjcaupvivmolaemsqyrdt
1133,oeballcqhjliltnilndu,bdaskemjchpdyjavmxwmhjlbwhifngllqdgbnhsozzpvjkzjnklscautfjgesgpwouwdmgocmdlqpzvicwxjmxxyhsrqurragupu,409933,3748907,1720002507083,1720002507084,1000,12,dzmmczeoaqjkpnmagtsoqdstwpdlibtcdevdaxufstlnbrtkivxkovvqzmzvatsnujagvgambexhstznaweeembmyogszezwfifycquhvwqqaafnoleugbusblooxhximhqxxhdfugsiskmappvapljydyxfhuvjlosgsehodnfdhyuthfxnbckbqrlpjvgvyixrgidxggewurgmqhfouonftangjvkkzswlrfwuuxwvfqjvqyygpmkykeqrvlpbarasqzxxjmpjcwmwmzmcxvfccivcllprozapsmbeimacpigqctzkxxqxw
1134,tdkajdtncugghwvtnpjx,kqytmwbhbbxkosizjyzhirqlirrbxynyhdjimcserfzewyyzdtfjibaxanwkothaukkkvnsqlonwagqzzaeerwofhzexwdsfqtjl,915,1293,1720002507083,1720002507084,1000,10,ycsibkmacyoqbdujnogiqqzjwmsyiajcghyiokveplutpqjccurlmwiewntmensojywfxjkgrdkrfxduhdyvzojytxmobemeqdsxorfxvlzzzyfhdvirwzkwrjfhtziodvhmnimbdfrwgaossmctyxokolhdntlvhpoeqalqpcopgceqpchcxfmitjtwbbxqzxsluvdnyevkjdkgacmxmyzulmbupnfdzelwjrxnnwefbwopqhsuzieihocxujvcaewcervzfhmmozgrdqsnrjpikxygwsuigmqnnlycjkcekypmbezqdjjkmqfpxbdcvqzxqbyoamoultcle
1135,llevastsgafnenztlmin,kzsmeolcbobevlhomrgyhbfbgxpybcjenfxsbxqewhlpgzjezoyjsnjfnajznvgxyxxqgdhyqsrbjvsgpclihtdoqsardumyxleq,9866162,9866755,1720002507083,1720002507084,1021,11,qobafxwmhdkqwiwwfuimzzbdnqxbemncguikfkhoqujgmvesynnuhhbmiwwbyrcjqznbmossvoedciidnwibbdhitkwknsjqjlihkfrvbcaspajticlvkbqojhszlybaofuqtfepkbtufskqybulkedgautpfzszcaymfuizztkbfvvllhzcjjxriymbmpcgmvvgpgazlwoqmyjeigpunnydqwsvqqtivluyaqcfjqkuxhiiicuhwbzcpbdocqphpsjnrlgtffjzyabpsxge
1136,xeacluslixryafwmpdte,mjwzvlufockgkwbpvjpdxsfqrukoiwncsceqfcogzpfxxatfqcbnluccnzrapccbmzblasjrbrcxybqgrlpmfsamvssersgtejkn,92538,17814714,1720002507083,1720002507084,1000,13,iywvipvjdpwpnzxqyqwymmqfiwlkxsrkcyuimaehrjqanidntnquiipsdpzaqxplnpyohxibyifmfwubumtaztlpglggfnfanhsoyoeghvrrvzaswayjvpogbecoawzvkmjqtzjuegwwvddgvmvmmxzjuuzwnikiznbmpklsisaflzwjblrrzohbzggwmbymatmlzlydosamwcpjzapytcmdfqgqcbbealusforbrnvsiqctgidulsbmkoumcxnfpogdukkyduutglpywwgacjzdw
1137,pmngcuuxwbpenfpzyjcg,plpptjvooytfoujhikpuqirtenvafuaoqdmdoapwnfskrlhbqbaocotknjlfplvqzcuqgtzakjzgtstmwlrgnmfhyoplosrwtncn,28998254,29001344,1720002507083,1720002507084,1000,13,aczlviqugjtetfrfgcjfzpsfejhgxkqbrnbxgzohempbeswumeebrutosfeftqfoezbaxznfyvruoxiowbprxatmjugcuuwxkyvftximnccyjetcollnipyegaupohrfkbxogzvkuvwtmdwktljwupbginzrbbfjwibuqsqzhanfqmsiypiwuvlamejyxhcyqtmhhnelxacdkayueyxybtejpauexxoitdotrvvmctnckjsvnosdtalzujeqimtvixwtmzckvoezqqpfpospmvmrrvjncptxzgiqicxvqjsetgwblgpcnifmyxqtakgfgihdbmzcwh
1138,tsaseqjtgppibkzyzdwz,qwutkriqdoihhhmwkdggmyvjnqkudxbzuvbulgekfmjonhisqnyndhnsjueawlviqokhaibiltzyxgiytfpfbxcrmlyshlphzswc,3809883,3993403,1720002507083,1720002507084,1000,10,ljmtaonatfegbrkblzmbhaityshzbgifkdprqvucsqgzntqqdzzvzqvaatddorqqvweltlpcxgfpoyfyqhikkhjklxczmazayyrilmnpwggxdmmsiffjmtkvelnkkfccceeylcknqdkuxjnwlbaejzqzhunwkolaaofytpizlxwzmigaxzujecnpiyirgthzunpurgztxwwnafovuocscomzxpqxexhhygpytrrniidipjjwuwlmssqjvspbszlvvukpzpbhzstlkgnrzanqenkxjykkxudvphdeemklpucemtxnneekescxtbbusbupcxbahuriglscagczlvfaeuhuexjrdugcwwqaeglyydigfcywaipikfbv
1139,zsyzundregokvgbyjeel,pjlouenecxkvwrrbnvlcpodqxmztlskcjsgdonjzkltepqrorsvrevxopgxetmgbuvzyoksvssfstltkinwvwjyhkbpqthqtnqyg,2639,60993,1720002507083,1720002507084,1000,13,rlmtbxrdxjvexaspmcqrumdsbtujvfzglwaolqsqnqxqgjkbvxanimkakbqwwueyxydhvyfakbymzbwuppanzpkrvblgbrolhwpgbsojjrazbxyoorjwraizwpirmxcpnuignrqjioshzbkoddiltqtnhmyhzjirxgyjhuvlyhwmaymqdmkpcxkiyymmzudaeiylvxuqbxipcohmvneujokjyabvxndlfkmugucoiymxtwypbprhuebyobeubmgcreszzxhpvmbcuinpiuplnoblkehgkjqdivdxhqduznuaakkmuasqzovaxrcbmjhztqxclmwxukkxrqkmljfjnhktghdnbinsbaklawmz
1140,jdjaoevxbruhisospsbr,fdxtbzhbsefsxqnaqdcrlujoexfnsslowqymtfnccnjekvimuvwjfxmzpxjgmziugxftzxswvpadttlguxnykcjinrntkmzrjvlq,597,16080,1720002507083,1720002507084,1000,13,hkumgjlbelasmlimbvjbbyxtulhtrhxifcuhebonbetkfwdfwhkuxulyvfbqutaxiuxqmfqqzyjndoucjbktzegoqrdceurupswtldgiegagjimdqmvxqcldvrdqzrmuocbpubrokelpxlnvbkmsbqovcvgunrvbsqjaffbjzdgsvabugktwpiuufdxjeypeneexpkmfghmlkrvqhupxlgbnxjpavjzxyfsaqfyowkfvdntebdrggriuhwxrgzvmurjofyqizhahocaowfnwfjkaeddmiaeiwamcqlrnjbhtzskhxwezuemdjsrqcikednahbbrezoznilprxejhbxrpeqfsvmrxufp
1141,izsphmaqdwdbruvqcqrr,xcebbgzsdtefhgwcnztkqjijkmdqzxgxhqvwowjllvwaxqogtwfnjoggdqgzghyronugecxuvwouenylbxljpywpznrlnhdmzmjh,38616,2178713,1720002507083,1720002507084,1055,10,kjgakndzyxjjrebvsrnpyezkfrmcxseuiwznaezptevxjwdetlvbtvdlzodogzpmcosawxccfduecitcihcodbwhpfawisirmpyualynxpbpopphscwhvpkjceepnwnkomekkkpqaxhxazukbqksdaobsswbduqmzwzujpflyivrjmxvorlaambvnbhqzqfsfmpbjkzrjwsyibnjvngadwqqynwgdctylsbcummdxahokdadzndnnmnhzwdacjmpkqesbesbbgvtksshfpbphackdydxcjupfheccjzlwfmdjvdeueanqqfxmyxafnf
1142,sehnnpnjxzxykauvfcyl,lwawgtkmklroonrvoubuibxdgyjxjltfvqiijgwanwvdzdwickeazxaumqoryymvdvvnpxtvohuggrugggqiodovehtbzbxqcbaw,382414,53497378,1720002507083,1720002507084,1000,14,jwzywfyuntyvlnafktzfhtmyjsgmmvabrjkarrduyetitdqvisrsskremavfupgbdqrwmubkzwzdjzddbpecifhzuectemewqzxoyitjkwccxevomccrjammkpqbgacakleoytqgsomzdwjuxlwwczkfydzibrsmtviitpwzvhxmjoqjloqnsnzazwchrigvfzgazitjritvcvmuiyibojwnoacknmyrczneunhukyjgqblmuryhiipumfpktoilxkqijsfcrqvzfhhuxodebevwafvbpicafqknoydqdhzpajoyvbuscqnybmjpviiuypvruszssfkahajoaxstmyzgvnviymdshqtp
1143,hwucyijoaikgehyvyprg,hwcxlsgtkboisyhmglhjfnkwreullnxupcvjxpocdcezrqnhrsmvkewezoaollwrsaxjlnzylmwczjkeeckauypzbuntgcmoggvi,1202,1390,1720002507083,1720002507084,1000,10,krrgkzxuqgwiyvjmyomfynhuwtqahmmymlirgspkdjsfvubevrnvgrmwuyntowlwhpidmnplfxwavktypprzplucvbjeaoxrvcxjgihmlazwvwdfxocgwwrwbltlejgsmsfosalsjphsepnlicwsfoxvzdwduzfzyypxmuwjgadfpziuvfmimhwhgwkmkmnhawzohwjytuvqxokzbibuooexdljssurxjmvvetoqyortoohxssipjcgpcuefwmhayoilyyhvhzoscsnholgwyipxdewzhjoqefepfndrfsjeahpiehythaotsbnblurnilonntbhcdggslhmrwbkfpboyzapfucolkbo
1144,laumasvzaaplrxqfnmlx,ftrollrgncemexvtrvpchxinouwrpelegqozhsmqqntkuynfugptqsgtiiezbnqmgqomokckwgtjokmtkximtsamasivjodvwgzz,46750,2479169,1720002507083,1720002507084,1000,12,twpoxufnogrwkmrqqpvjtwzmufjlpibmtfywpsyutkyhtpxcclsqcvuqwjskbjysujevqzvfhurunwrskeudqgrhstuxpomszgdcyegyixhtaklwglmsorkgofyazuuosrfjhnitjywlrjilcsbwngnijcpgxojjsqunvstlhikxrgklwocmpgwwtzfrwbnwnhpusjojswayqxdjjqttuexmqgzzflkhkfwzfotksstrsjkvstzjgqnwliqhqiivfzvuithoejkcpqbjdddrktjmfgz
1145,ebkogxcbnraywuewtkmh,knspxawsqpudxdpeyiqiubfvfntcpzndenxtfvysehnzszkikozedwwrovevvhbazcxgyymeiuzndfwhrwvirodgmtlqwwnsynhr,1269345,6072132,1720002507083,1720002507084,1001,13,euaexsbqzjzizjtdxbxkxcwascidehujyharcepqonsmulqqxuqtjpnujcstadbaozsumxrndvlyayaraezapkxymmfoammapvafewkvzaclduvmkpwtvmiezppevkbefqtypvnhnpdtznkclzcbbcwdoxnrqohfenyzhaabapdjbltqglmvstwbmwlrqfntdpykqqbrzpfnduzmpvrfjkhpjlavlrpyqnxklsnrlgmpstwaihrkldwouqpmrtytdhekfxqcjmdpun
1146,cqoapbpiegdplcirwacq,zktylcydeksgpeyzjlshfdupszwijkxrmsgseuqyurzgvzxyhhffhlgsxsqnjpxbrdeffcgeoqrgbjvpqztwkxgrbgpapartqisp,3849,490645,1720002507083,1720002507084,1000,11,qwnaadhgxyganpzrynwwikplaxcmtnzlxmhttnlgnvbpmrntdmranduiplyyubqmyukhnqkmxgareizcocnzxsgpwointlafxddvfcukxmckcnlunuazgnqmnxpfdoqavoxlponepmlriixlablyapaiiawwwgapofvqllmiiwrycgmmdxfzlqardoghuimjkdupcxtkqjnafsxpixkosxajtayfgvptckxcvgxoirwcgicxjedxaqkzdjwubusqoxryrnndkrzhpstigcsqjbttbvxistzdmwgqeuuqsctzwubsxvjvmrjhpcnmpnouizjxqjbuxmnlruvjvcumojedmmpifpdeidufy
1147,ylpmikonmqlhuhtiwglj,hjeorbfnkggdshwwacwhihphovfcttbjqmwssibskvipefmtwifmmzkhshlvbfhzszkmuhkkfcvshuctsiehjdyfugctifohnppv,11265,6364107,1720002507083,1720002507084,1000,14,nuidcxtgbujelmlblyjuipwemeldskhdpqfldpcikkukywcxrdaypqnsjrgbmxmglzsmcjxbxkvsqscusatquzvmzbmderruarrdvngpptlsvbikhiibxilxuoiarxzmvxedjqbmppkfklydafykwhtinfmsoswodbbuzqtmhwtqhujifrusmtbfdnbricklcskdbynnjkwbdxttlltzvjcxmvnwjkbzeodqxrbmswmlgidawuuwsmoqgysdlhioviiuplsgcgxfspcgllmswgwbiwpfpulsatbblgwrigmftdwltxfkpcuxbfizmwehrsiutmdoabjgjvtihrzherwitpbhgwxih
1148,sawamzabefrqwetuyjrd,vpzphecxrjpgujkftajaiuwkpshfqgwqufejxbjqhdgvqfprsyujlfqmuiigkhnglhlvtrahmemjyizpoplupetxvgxjvvqbwfkl,27134256,27149802,1720002507083,1720002507084,1000,10,fvwwluucnkwtyyxynpyezybovprlrdcpjajbsxdqcfswufkamvboufwyscepxedtjnqebkfampbmymmbxhbdsxmuvyfezdbebzfqcoacyfjvjgwojeoqujlgspfwfmimxjuppaxxjzluypgbctjnoiagivmmunebqrszrexftcmfcsmojpcfvsgiuldmgqxvnvqfbvkynfivgjobblhhjeqwrbhtjsbclstkyllkbrbjgfamwiwyztdseyheujowdjiikrarlpkzoczcoaguddpjxngxonfoukuxvqktfxslvgknlepqplirpcgnqjhnznvtqgdmesuywiwymuyplpuzfcxopnzuixapmmvnrufivvleuvmzwgvl
1149,ghjsewgtafsrifhrluxi,abjfsqvohpunvwqanygyhbatmkdnnbbsvautfslzlfstqeokahxutnczhzhgchcvxnejjodigplqkgeofisjwqzhonhqhriotpgh,59515,114031,1720002507083,1720002507084,1000,11,etejjchptnifgzkeqirvyfshaqaludeyvhumxqgrusiiafvqjfrubttvnzevffqalcpxclnxulpvoneniklhdwxmyuxvhlywrejnnuplkagnumynjgtylhkizvwzmvgqergndkitqakobqfxmfgjmjhfeulydjbuucrmzfuiadzwmxsyyieizftpcthaivqieesmswbhcmpptdljpltyhmpmbguoikkqpztbepyvfgxzmgkpqonmmgvhddbjfienfntkrkdoeowcofatuwfttlwyvpwuftzumkirmfmftknohewabnrtttfyibodujaqcmztkddqifqivqmohxnfzgfesfefyeqzbcnfxyntdkzacgyhiarxfpn
1150,pppxgkoinysjthoykrly,yehinqgbonyivfcansntyxqsvezuznqpfbxmzyukdlqhgyiwnbnpkriiaqtfwgpgtsnbbimrtwdtfhnmwciiuzkmkqnujusviusw,323,3887390,1720002507083,1720002507084,1057,13,bbonemrmxvlzkmwxhafswxlyclwkseipnoinlrlirtrpjvfgdxaprxbzimakivqgxycizfhumkvsnquizwupipbzdvyeongaqxzfuhoetfpygardktmgnclwijvpxysqptnqiyreikheyryqtneylkqbrnrginfnwqyefospyyvkgiyjuvjjafrboqefeeycfjfpygkizrkcgcxfsvcuhjcqzadtfawgwmskdzjcbvmkryayegqlckujzztdkdonkbpnemhqvgivixdkkpypjwknrnqzkgumvrblslcrqobtbyeuituyfmyyjweahwvuyekrb
1151,fgijcqieriomcbzpgziz,noqwkohxrrdgucstiboowbdegwmldmtunvicqvvromrmaapzanpjwtutbxriudsubmaqcdmasaotpsfxmanrfpzgqjpgjpjzfstj,167,27177299,1720002507083,1720002507084,1000,11,ehoscxdwiifzqrqijeraqohrcxjbkpzqjfnodnkerpkxrdthrxabhledrtqqpwvekftjuthjhibbdaxazqlrfrdchxgzyszhgpjbjnwlwmzpldauvrlvkwvysyxpmjlcuueahuepswytahzjdtwmiwpydephdhjcarwocargkfvhlqfsevkiacnahrwdjaiinfffalayczyuuddsbfjosujyhiagihcmezyrcsskmubsgyeuizruwfctmjmuhgqkbexfgwpjewrifyqfaymcmsjkdlrgozgtfmfvtidnrkdxnzhkjhinsdwfwp
1152,yhgnvhwrdcojzfztouqr,hnteqbkpgzxjvtkthuwmqyhhixlrzqruvdltwmzeqkofivsimqijswomgelnvygugfvckigbnqhprjbgaajpgfethdtrlfcycryc,16975296,33014596,1720002507083,1720002507084,1000,13,ayrqiypnueqppyxenbaxmgfsgdckdzmxquxdejsztyegameenjubjolaunkjeskffkbjdqltexdxudpixyxxeoghgkjrlhawqnbqzssmryklesflwlzahecgzbwtigugajgppsewrkndnixifigwubqvvjdemkccerkljxwhputetdqwofhjpkklrsdhbkkdbncqnwowrtbpcsnpluczvqmjfvmmvtgzbrislnuwzahbgfsqwksxllresclopadcyrfeomtmogifwc
1153,kwdpwlersddqmngihqfe,gwolwltirzuwdlaunadyssnjuytddqgkrjqnbapyetlcmkztzcabmocjmoieyrxokfsaougzpsvatqverkkythfymgzramduzwap,85073,85833,1720002507083,1720002507084,1000,14,mgdembfolqkybimzjzhfnoyjwxeinzzowdontrfftntlumaynxuurjenqzpxkftzmnypvjbtyzsijvlrdelpcfmbdlaqqyjbuweirfvwlavgupdviojzpvpicpjbfkurmkhtccrkdsaczbxutscqcbzsohfeteigdrxclbvhbobtemqpbrhhnkjwfjalorsixptgqpxtxsrgfejbjmahwlghvvxodefrsskbwinrgpuztrzaotfghpthpfwelhagkaigwomcnchfxpvziwufabgpfez
1154,gjemhzcyhzvafyjhcfwh,aqxoirlwnbhmgfgeilyxccggqcptghtiqtdmrngnbegpydtyqnvflhupxpuevhevzmsgyruyvtehpgdeqdoflekvqzsmnuztsssn,765,972,1720002507083,1720002507084,1000,12,hpsyswslzwldkcomgzohdveqjxvnfpcjmgorvjoksgixzemmbyjmdtemlenvkwynhkfnboxlgvpwxwlrnoaaoujsbibeouxbusevrmgyltmnfgklvtlojrhuokhnwvgtkerscbvwmgclgmlvbqpczuuzhhlviyqcjmweyqynbyeavkfzupeeddsdnqsmgtawxhthednhqwuzobojvtjutptywgjunvfkbqnhuigjumuwbpwrmkqyjphhqygmiwkifhvohteykofddvnzrsarzwnvdohptecmvvrzytnxrvuomavxqcehmspvewwezpgwbabd
1155,qdjisxrusbapenatsisj,pauepkfzhtiexpzuybehadwwmvmxnxzherykuagzmnandwjgzuntjzntvzvqgcfuaqpvazjxswabhqsyulycvykniolulqqaruld,53042988,53079731,1720002507083,1720002507084,1000,14,sfucmktgravkzkktcrwueygbajkjqkptumgqgwbkocmvplokwugsjjcukvlnyzmiclqrorzmjdfampjomgnuhwhmxyvykoncaqiqvbkydqnprxfkxdhsooiwqxezytdsrqdftxihwzmunyeaqpnggspvtrvciwhjvyobqpjesyvguxxzspfumqrowdimlbpydtngsvaygszgvaglpugzuvcdibidkxxeiszlkmeayjmeybgdadwxxrlrmlvmklmnjyajxeepujubdnyanwpiziuvymnixxtfyejrbrmffda
1156,vastfxccoiacbeyvsnim,aatoraqzfqcczckektdwdgibednuejmrwdhskdrqateixdxhlijlieetbeldrapifkyaxicgcbdliaubnklbayrblndxeaqaqafy,92636488,93183591,1720002507083,1720002507084,1000,11,gbtoeqogggmdvsyynvjtqlatnqwkaaflieydlnkpthnyxxoxladbgaqxzqicdbimxtirsntbhppsfektkqkqvixxoeirshhnnzopkdaeppteejxavutwoqywscgyqlntvaqhmcutdozufxgvyrpvxdcwvofggwzpmtvlivdeupwhduuykwgoaafaydifyraybbjaamxgymxzoghhwulirjckpswuotyrjvwojkpksjtxwvmvcviekeownagrggwitagigonjuaydbzwtsxqhaijxbikcispozgpdlfvuxfcfmzhaowdencyjtxjozjaxhyaj
1157,fzlnvlpfbfmfvarbcwxg,wwjfzereyusclugvsqplqfmyxfyquprawrhuyjsunfvcpzphbpbrirgkbkgcwrkvfwymdvrkhlstztizfozmcqbjifckdlcigipb,452,1525642,1720002507083,1720002507084,1000,12,fygstqnusybouhnzkiuklutlwefsywiedpuurlwgyfabzurxvtgkwodlxelhtkcxxoymxybnofvmhvpgzgafwsackeqzghcibintzrgdvhcpamfgqnkqxixaymqoalbhseppazbjrwnhhudvupfsgfumxkkqemlfjjprnpnevldpxjfjbxawkmowuknspcrqbnvynebtvsmutruopvuxvpqrwipivjzbpljwlryvrljiudlsjqohhobklpxwisqzlqyslmtuzamsoyaonhvfmcdqyrkcdvkmevkchnssmidenpypfhkmr
1158,namzwevrvgeejiiweqhe,tvukaufkjksqaukmthcxnqkcffckvnypacjzegphyqnggggmbumzjieaugueouynvfwjznhgsfxvgnruacoenpfdyvmqejduakxg,928,578729,1720002507083,1720002507084,1000,10,lrlkcrbmirbpfoxvnwlerbkfjudqmywdtbfuxttuqdszspmdhmlqhheolcvmnempuvyqdbzsjrxlxyrimyhvlawfbtzuwchzrevqcttxuyidewsblwgtvcngslgtbyjrhpznkmbutflwyzkqtnnzvalneizdsbexkqcqingisiqxcqjtgogfheelrlzwpwyjpdmovpiinxtkjjxngmcefhnjqmojwqzowvdqfexhrrykrtcicudxexetjgmgavizoiwrmuxumamchckcoqrrkcad
1159,cfazbxjfiavqjsbalkpg,vhqqfoggybeolyziamonnrevfqcordgqqjgywcdzyzkreloymawlqucepfgwfsaisvymraqewnfmneqnxjhihkdzyjikibcdojtc,12289516,12329058,1720002507083,1720002507084,1000,10,nkvkvchsptoqmzyunrnykahhrtlbhuxjcspdsyzosdyldulwudlievvqzaqzaienquemskgsiklbbvgpavahdfbycqivtzwkyfgvozuuzayvbgxxsapgnzsodqxyfqrfhvlukgpoysdkzfhbijwghrsamfsuaidokuuorertdberskwtwegmxlpmjbvnbxeouptgbepdfnqpzpelbgdvhyqgiwpurnaijwvccodummledgnzpvjiflczjefaviohmknqorfvbyloqghzvwjdzzlwyzdmerlfkkassjkppcwdhdcpikyfulgwdqtofydiujktkpwgyiperynvqmaalrnwnsbznzayoocnpgrjvyemoupcevdp
1160,jvughpkjqxnlkdlgbxda,udgqkbfjpdqrcddvpboxvqjrurmtuxvbawrnzxvzqomivafgpyoscjeiuyqcbetvvvvvukqecnmlduiirwdyqsadrgtejqwafvxj,560,26618576,1720002507083,1720002507084,1000,13,kqwknvqhbcbspqquhxpaqrjefbtincagmxfpbusemioenbxbdnkvshqbldujidazhtdulgwiwlybyyhoxjzdcswrwadyjvafammednfihpgbjjqmygycnqyqowfetsxnlwpcmmfriojiixdoygnkkkopenkwdiifbfhfbdcaglcuimcqtcfgrrgqrekzvtitslsfrqzzsjpzxzsgktzqdywqncbecnccqijuujwsmcnktpdcmtwpujozzcroeyciskjjfhoecvnkzideffwscgvzpeqfblenwlylgykhqugihydymhhkjftsmyooextjuxxkozugeniyszjpxchujvapwzdkmggiajbaksuvysyubcsvvibko
